Name,"Base 
Currency",Ticker,ISIN,"Global Broad 
Category Group","Global 
Category",Morningstar Category,"Morningstar 
Institutional Category","Morningstar 
Rating 
Overall",US Category Group,Domicile,Fund Legal Structure,"Equity 
Style Box (Long)","Fixed Inc 
Style Box (Long)",Firm Name,Branding Name,"Inception 
Date",Manager Name,Manager History,Manager Ownership Level,"Manager 
Tenure 
(Longest)","Manager 
Tenure 
(Average)","Primary Prospectus 
Benchmark","Primary Prospectus 
Benchmark Id","Primary Prospectus 
Benchmark Inception Date","Net Assets 
Date",Net Assets-Share Class USD,"Fund Size 
Date","Fund Size 
USD","Holding of 
an Investment","Oldest 
Share Class","12 Mo 
Yield Date","12 Mo 
Yield","Latest 
Dividend 
Date","Latest Dividend 
USD",Share Split,"Latest 
Capital Gain 
Date","Latest 
Capital Gain 
USD","Portfolio 
Date","Return Date 
(Daily)","NAV (Daily) 
USD","Total Ret 
1 Day 
(Daily) 
USD","Total Ret 
YTD 
(Daily) 
USD","Total Ret 
1 Yr 
(Daily) 
USD","Total Ret 
Annlzd 2 Yr 
(Daily) 
USD","Total Ret 
Annlzd 3 Yr 
(Daily) 
USD","Total Ret 
Annlzd 5 Yr 
(Daily) 
USD","Annual Report 
Net Expense 
Ratio","Annual Report 
Ongoing Charge","Annual Report 
Ongoing Charge 
Date","Annual Report 
Gross Expense 
Ratio","Prospectus 
Objective",Turnover Ratio % Date,"Turnover 
Ratio %",SecId,PerformanceId,FundId,StrategyId,StrategyId,CUSIP,Investment Type,"Performance 
Data Ready","Price 
Data Ready","Operations 
Data Ready","Portfolio 
Data Ready","Note Effective 
Date","Primary Share 
in Market","Target Date 
Report Date","Equity Profile 
Report Date",Annual Report Adjusted Expense Ratio,Prospectus Adjusted Expense Ratio,Submarket
American Century Equity Income R5,US Dollar,AEIUX,US02508F7033,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,American Century Investments,American Century,4/10/2017,Phillip N. Davidson;Michael Liss;Kevin Toney;Brian Woglom;,[1994-08-01 -- 1998-07-01] Peter A. Zuger;[1994-12-31 -- ] Phillip N. Davidson;[1998-02-01 -- 1998-07-01] R. Todd Vingers;[1996-10-31 -- 2008-09-01] Scott A. Moore;[1998-12-31 -- ] Michael Liss;[2003-08-30 -- ] Kevin Toney;[2019-04-29 -- ] Brian Woglom;[2009-12-31 -- 2019-04-29] Dan Gruemmer;,"Phillip N. Davidson [$500,001 - $1,000,000];Michael Liss [$0 - None];Kevin Toney [$100,001 - $500,000];Brian Woglom [$100,001 - $500,000];",26.92,17.67,Russell 3000 Value TR USD,XIUSA000KT,12/29/1978,11/5/2021,"65,545,611.00",11/5/2021,"12,172,423,114.00",No,No,10/31/2021,1.97,9/21/2021,0.04,,12/20/2019,0.47,9/30/2021,11/5/2021,10.23,,,,,,,0.71,,,0.71,Equity-Income,3/31/2020,85,F00000YTE7,0P0001A5AY,FSUSA001FZ,STUSA04ADR,STUSA04ADR,02508F703,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.71,0.72,
American Century Equity Income R6,US Dollar,AEUDX,US0250763739,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,American Century Investments,American Century,7/26/2013,Phillip N. Davidson;Michael Liss;Kevin Toney;Brian Woglom;,[1994-08-01 -- 1998-07-01] Peter A. Zuger;[1994-12-31 -- ] Phillip N. Davidson;[1998-02-01 -- 1998-07-01] R. Todd Vingers;[1996-10-31 -- 2008-09-01] Scott A. Moore;[1998-12-31 -- ] Michael Liss;[2003-08-30 -- ] Kevin Toney;[2019-04-29 -- ] Brian Woglom;[2009-12-31 -- 2019-04-29] Dan Gruemmer;,"Phillip N. Davidson [$500,001 - $1,000,000];Michael Liss [$0 - None];Kevin Toney [$100,001 - $500,000];Brian Woglom [$100,001 - $500,000];",26.92,17.67,Russell 3000 Value TR USD,XIUSA000KT,12/29/1978,11/5/2021,"1,056,765,869.00",11/5/2021,"12,172,423,114.00",Yes,No,10/31/2021,2.1,9/21/2021,0.05,,12/20/2019,0.47,9/30/2021,11/5/2021,10.26,,,,,,,0.56,,,0.56,Equity-Income,3/31/2020,85,F00000Q7JF,0P0000Z6ZI,FSUSA001FZ,STUSA04ADR,STUSA04ADR,25076373,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.56,0.57,
American Century Equity Income Y,US Dollar,AEIYX,US02508F8106,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,American Century Investments,American Century,4/10/2017,Phillip N. Davidson;Michael Liss;Kevin Toney;Brian Woglom;,[1994-08-01 -- 1998-07-01] Peter A. Zuger;[1994-12-31 -- ] Phillip N. Davidson;[1998-02-01 -- 1998-07-01] R. Todd Vingers;[1996-10-31 -- 2008-09-01] Scott A. Moore;[1998-12-31 -- ] Michael Liss;[2003-08-30 -- ] Kevin Toney;[2019-04-29 -- ] Brian Woglom;[2009-12-31 -- 2019-04-29] Dan Gruemmer;,"Phillip N. Davidson [$500,001 - $1,000,000];Michael Liss [$0 - None];Kevin Toney [$100,001 - $500,000];Brian Woglom [$100,001 - $500,000];",26.92,17.67,Russell 3000 Value TR USD,XIUSA000KT,12/29/1978,11/5/2021,"289,396,958.00",11/5/2021,"12,172,423,114.00",No,No,10/31/2021,2.1,9/21/2021,0.05,,12/20/2019,0.47,9/30/2021,11/5/2021,10.26,,,,,,,0.56,,,0.56,Equity-Income,3/31/2020,85,F00000YTE6,0P0001A5AX,FSUSA001FZ,STUSA04ADR,STUSA04ADR,02508F810,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.56,0.57,
American Century Value R5,US Dollar,AVUGX,US02508F7371,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,American Century Investments,American Century,4/10/2017,Phillip N. Davidson;Michael Liss;Kevin Toney;Brian Woglom;Philip Sundell;,[1993-09-01 -- 1998-07-01] Peter A. Zuger;[1993-09-01 -- ] Phillip N. Davidson;[1998-02-01 -- 1998-07-01] R. Todd Vingers;[1996-10-31 -- 2008-09-01] Scott A. Moore;[2004-02-29 -- ] Michael Liss;[2008-09-02 -- ] Kevin Toney;[2014-04-30 -- ] Brian Woglom;[2013-02-26 -- 2014-04-30] Chad Baumler;[2015-02-23 -- 2019-04-29] Dan Gruemmer;[2019-04-29 -- ] Philip Sundell;,"Phillip N. Davidson [$10,001 - $50,000];Michael Liss [$500,001 - $1,000,000];Kevin Toney [$100,001 - $500,000];Brian Woglom [$100,001 - $500,000];Philip Sundell [$100,001 - $500,000];",28.17,13.85,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"2,724,604.00",11/5/2021,"2,422,229,524.00",No,No,10/31/2021,1.72,9/21/2021,0.04,,12/22/2020,0.14,9/30/2021,11/5/2021,10.09,,,,,,,0.8,,,0.8,Growth,3/31/2021,53,F00000YGWL,0P00019O0J,FSUSA002B1,STUSA04ADQ,STUSA04ADQ,02508F737,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.8,0.8,
American Century Value R6,US Dollar,AVUDX,US0250763168,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,American Century Investments,American Century,7/26/2013,Phillip N. Davidson;Michael Liss;Kevin Toney;Brian Woglom;Philip Sundell;,[1993-09-01 -- 1998-07-01] Peter A. Zuger;[1993-09-01 -- ] Phillip N. Davidson;[1998-02-01 -- 1998-07-01] R. Todd Vingers;[1996-10-31 -- 2008-09-01] Scott A. Moore;[2004-02-29 -- ] Michael Liss;[2008-09-02 -- ] Kevin Toney;[2014-04-30 -- ] Brian Woglom;[2013-02-26 -- 2014-04-30] Chad Baumler;[2015-02-23 -- 2019-04-29] Dan Gruemmer;[2019-04-29 -- ] Philip Sundell;,"Phillip N. Davidson [$10,001 - $50,000];Michael Liss [$500,001 - $1,000,000];Kevin Toney [$100,001 - $500,000];Brian Woglom [$100,001 - $500,000];Philip Sundell [$100,001 - $500,000];",28.17,13.85,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"96,502,486.00",11/5/2021,"2,422,229,524.00",Yes,No,10/31/2021,1.85,9/21/2021,0.05,,12/22/2020,0.14,9/30/2021,11/5/2021,10.09,,,,,,,0.65,,,0.65,Growth,3/31/2021,53,F00000Q7J3,0P0000Z6Z6,FSUSA002B1,STUSA04ADQ,STUSA04ADQ,25076316,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.65,0.65,
American Century Value Y,US Dollar,AVUYX,US02508F7298,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,American Century Investments,American Century,4/10/2017,Phillip N. Davidson;Michael Liss;Kevin Toney;Brian Woglom;Philip Sundell;,[1993-09-01 -- 1998-07-01] Peter A. Zuger;[1993-09-01 -- ] Phillip N. Davidson;[1998-02-01 -- 1998-07-01] R. Todd Vingers;[1996-10-31 -- 2008-09-01] Scott A. Moore;[2004-02-29 -- ] Michael Liss;[2008-09-02 -- ] Kevin Toney;[2014-04-30 -- ] Brian Woglom;[2013-02-26 -- 2014-04-30] Chad Baumler;[2015-02-23 -- 2019-04-29] Dan Gruemmer;[2019-04-29 -- ] Philip Sundell;,"Phillip N. Davidson [$10,001 - $50,000];Michael Liss [$500,001 - $1,000,000];Kevin Toney [$100,001 - $500,000];Brian Woglom [$100,001 - $500,000];Philip Sundell [$100,001 - $500,000];",28.17,13.85,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"119,569,094.00",11/5/2021,"2,422,229,524.00",No,No,10/31/2021,1.86,9/21/2021,0.05,,12/22/2020,0.14,9/30/2021,11/5/2021,10.09,,,,,,,0.65,,,0.65,Growth,3/31/2021,53,F00000YGWK,0P00019O0I,FSUSA002B1,STUSA04ADQ,STUSA04ADQ,02508F729,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.65,0.65,
American Funds American Mutual 529-F-2,US Dollar,FFMMX,US0276817410,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,American Funds,American Funds,10/30/2020,James B. Lovelace;Joyce E. Gordon;Grant L. Cambridge;Cheryl E. Frank;William L. Robbins;James Terrile;Bradley J. Vogt;Charles E. Ellwein;,[2006-01-01 -- ] James B. Lovelace;[1986-01-01 -- 2010-12-31] R. Michael Shanahan;[2007-01-01 -- 2021-05-01] Dylan J. Yolles;[2006-01-01 -- ] Joyce E. Gordon;[1971-04-01 -- 2012-04-01] James K. Dunton;[2021-01-01 -- ] Grant L. Cambridge;[2014-01-01 -- ] Cheryl E. Frank;[2008-01-01 -- ] William L. Robbins;[2006-01-01 -- ] James Terrile;[2015-01-01 -- ] Bradley J. Vogt;[2016-12-31 -- ] Charles E. Ellwein;,"James B. Lovelace [$1,000,001 and above];Joyce E. Gordon [$1,000,001 and above];Grant L. Cambridge [$500,001 - $1,000,000];Cheryl E. Frank [$1,000,001 and above];William L. Robbins [$1,000,001 and above];James Terrile [$1,000,001 and above];Bradley J. Vogt [$1,000,001 and above];Charles E. Ellwein [$1,000,001 and above];",15.83,10.22,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"146,032,512.00",11/5/2021,"85,620,834,110.00",Yes,No,10/31/2021,1.81,9/15/2021,0.23,,,,9/30/2021,11/5/2021,53.35,,,,,,,,,,,Growth and Income,10/31/2020,24,F00000YUGX,0P0001A9K0,FSUSA0003P,STUSA0610N,STUSA0610N,27681741,Open-End Fund,Yes,Yes,Yes,Yes,,,,,,0.38,
American Funds American Mutual 529-F-3,US Dollar,FFFMX,US0276817337,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,American Funds,American Funds,10/30/2020,James B. Lovelace;Joyce E. Gordon;Grant L. Cambridge;Cheryl E. Frank;William L. Robbins;James Terrile;Bradley J. Vogt;Charles E. Ellwein;,[2006-01-01 -- ] James B. Lovelace;[1986-01-01 -- 2010-12-31] R. Michael Shanahan;[2007-01-01 -- 2021-05-01] Dylan J. Yolles;[2006-01-01 -- ] Joyce E. Gordon;[1971-04-01 -- 2012-04-01] James K. Dunton;[2021-01-01 -- ] Grant L. Cambridge;[2014-01-01 -- ] Cheryl E. Frank;[2008-01-01 -- ] William L. Robbins;[2006-01-01 -- ] James Terrile;[2015-01-01 -- ] Bradley J. Vogt;[2016-12-31 -- ] Charles E. Ellwein;,"James B. Lovelace [$1,000,001 and above];Joyce E. Gordon [$1,000,001 and above];Grant L. Cambridge [$500,001 - $1,000,000];Cheryl E. Frank [$1,000,001 and above];William L. Robbins [$1,000,001 and above];James Terrile [$1,000,001 and above];Bradley J. Vogt [$1,000,001 and above];Charles E. Ellwein [$1,000,001 and above];",15.83,10.22,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"13,557.00",11/5/2021,"85,620,834,110.00",No,No,10/31/2021,1.86,9/15/2021,0.24,,,,9/30/2021,11/5/2021,53.34,,,,,,,,,,,Growth and Income,10/31/2020,24,F00000YUGY,0P0001A9K1,FSUSA0003P,STUSA0610N,STUSA0610N,27681733,Open-End Fund,Yes,Yes,Yes,Yes,,,,,,0.33,
American Funds American Mutual F3,US Dollar,AFMFX,US0276817741,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,American Funds,American Funds,1/27/2017,James B. Lovelace;Joyce E. Gordon;Grant L. Cambridge;Cheryl E. Frank;William L. Robbins;James Terrile;Bradley J. Vogt;Charles E. Ellwein;,[2006-01-01 -- ] James B. Lovelace;[1986-01-01 -- 2010-12-31] R. Michael Shanahan;[2007-01-01 -- 2021-05-01] Dylan J. Yolles;[2006-01-01 -- ] Joyce E. Gordon;[1971-04-01 -- 2012-04-01] James K. Dunton;[2021-01-01 -- ] Grant L. Cambridge;[2014-01-01 -- ] Cheryl E. Frank;[2008-01-01 -- ] William L. Robbins;[2006-01-01 -- ] James Terrile;[2015-01-01 -- ] Bradley J. Vogt;[2016-12-31 -- ] Charles E. Ellwein;,"James B. Lovelace [$1,000,001 and above];Joyce E. Gordon [$1,000,001 and above];Grant L. Cambridge [$500,001 - $1,000,000];Cheryl E. Frank [$1,000,001 and above];William L. Robbins [$1,000,001 and above];James Terrile [$1,000,001 and above];Bradley J. Vogt [$1,000,001 and above];Charles E. Ellwein [$1,000,001 and above];",15.83,10.22,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"5,109,799,433.00",11/5/2021,"85,620,834,110.00",Yes,No,10/31/2021,1.91,9/15/2021,0.25,,12/18/2019,1.19,9/30/2021,11/5/2021,53.33,,,,,,,0.28,,,0.28,Growth and Income,10/31/2020,24,F00000XXVL,0P00018XAH,FSUSA0003P,STUSA0610N,STUSA0610N,27681774,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.28,0.28,
American Funds American Mutual R2E,US Dollar,RMEBX,US0276817907,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,American Funds,American Funds,8/29/2014,James B. Lovelace;Joyce E. Gordon;Grant L. Cambridge;Cheryl E. Frank;William L. Robbins;James Terrile;Bradley J. Vogt;Charles E. Ellwein;,[2006-01-01 -- ] James B. Lovelace;[1986-01-01 -- 2010-12-31] R. Michael Shanahan;[2007-01-01 -- 2021-05-01] Dylan J. Yolles;[2006-01-01 -- ] Joyce E. Gordon;[1971-04-01 -- 2012-04-01] James K. Dunton;[2021-01-01 -- ] Grant L. Cambridge;[2014-01-01 -- ] Cheryl E. Frank;[2008-01-01 -- ] William L. Robbins;[2006-01-01 -- ] James Terrile;[2015-01-01 -- ] Bradley J. Vogt;[2016-12-31 -- ] Charles E. Ellwein;,"James B. Lovelace [$1,000,001 and above];Joyce E. Gordon [$1,000,001 and above];Grant L. Cambridge [$500,001 - $1,000,000];Cheryl E. Frank [$1,000,001 and above];William L. Robbins [$1,000,001 and above];James Terrile [$1,000,001 and above];Bradley J. Vogt [$1,000,001 and above];Charles E. Ellwein [$1,000,001 and above];",15.83,10.22,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"30,755,347.00",11/5/2021,"85,620,834,110.00",No,No,10/31/2021,1.2,9/15/2021,0.14,,12/18/2019,1.19,9/30/2021,11/5/2021,53.11,,,,,,,1.09,,,1.09,Growth and Income,10/31/2020,24,F00000U4B5,0P00013X3F,FSUSA0003P,STUSA0610N,STUSA0610N,27681790,Open-End Fund,Yes,Yes,Yes,Yes,,,,,1.09,1.08,
American Funds American Mutual R5E,US Dollar,RMFHX,US0276817824,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,American Funds,American Funds,11/20/2015,James B. Lovelace;Joyce E. Gordon;Grant L. Cambridge;Cheryl E. Frank;William L. Robbins;James Terrile;Bradley J. Vogt;Charles E. Ellwein;,[2006-01-01 -- ] James B. Lovelace;[1986-01-01 -- 2010-12-31] R. Michael Shanahan;[2007-01-01 -- 2021-05-01] Dylan J. Yolles;[2006-01-01 -- ] Joyce E. Gordon;[1971-04-01 -- 2012-04-01] James K. Dunton;[2021-01-01 -- ] Grant L. Cambridge;[2014-01-01 -- ] Cheryl E. Frank;[2008-01-01 -- ] William L. Robbins;[2006-01-01 -- ] James Terrile;[2015-01-01 -- ] Bradley J. Vogt;[2016-12-31 -- ] Charles E. Ellwein;,"James B. Lovelace [$1,000,001 and above];Joyce E. Gordon [$1,000,001 and above];Grant L. Cambridge [$500,001 - $1,000,000];Cheryl E. Frank [$1,000,001 and above];William L. Robbins [$1,000,001 and above];James Terrile [$1,000,001 and above];Bradley J. Vogt [$1,000,001 and above];Charles E. Ellwein [$1,000,001 and above];",15.83,10.22,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"104,172,587.00",11/5/2021,"85,620,834,110.00",No,No,10/31/2021,1.81,9/15/2021,0.23,,12/18/2019,1.19,9/30/2021,11/5/2021,53.28,,,,,,,0.4,,,0.4,Growth and Income,10/31/2020,24,F00000WHH8,0P00016XV6,FSUSA0003P,STUSA0610N,STUSA0610N,27681782,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.4,0.39,
AMG Yacktman Focused I,US Dollar,YAFIX,US00170K5627,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,5,U.S. Equity,United States,Open Ended Investment Company,Large Value,,AMG Funds,AMG,7/24/2012,Stephen A. Yacktman;Jason S. Subotky;Adam P. Sues;,[1997-05-01 -- 2016-05-01] Donald A. Yacktman;[2002-12-31 -- ] Stephen A. Yacktman;[2009-12-31 -- ] Jason S. Subotky;[2021-05-01 -- ] Adam P. Sues;,"Stephen A. Yacktman [$1,000,001 and above];Jason S. Subotky [$1,000,001 and above];Adam P. Sues [$0 - None];",18.92,10.44,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"2,342,947,272.00",11/5/2021,"4,556,621,360.00",Yes,No,10/31/2021,0.79,12/16/2020,0.19,,12/16/2020,2.11,9/30/2021,11/5/2021,22.24,,,,,,,1.06,,,1.07,Growth and Income,12/31/2020,33,F00000OC99,0P0000WAGS,FSUSA0031X,STUSA05FQE,STUSA05FQE,00170K562,Open-End Fund,Yes,Yes,Yes,Yes,,,,,1.06,1.1,
BlackRock Equity Dividend K,US Dollar,MKDVX,US09251M8010,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,BlackRock,BlackRock,3/28/2016,Tony DeSpirito;David Zhao;,[1987-11-25 -- 2001-11-01] Walter D. Rogers;[2001-11-01 -- 2017-08-31] Robert M. Shearer;[2014-08-04 -- ] Tony DeSpirito;[2003-11-25 -- 2016-01-01] Kathleen M. Anderson;[2011-08-09 -- 2017-03-30] David J. Cassese;[2017-08-31 -- 2021-06-08] Franco Tapia;[2017-08-31 -- ] David Zhao;,"Tony DeSpirito [$1,000,001 and above];David Zhao [$100,001 - $500,000];",7.25,5.75,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"3,340,727,766.00",11/5/2021,"22,106,414,803.00",Yes,No,10/31/2021,1.37,10/7/2021,0.09,,7/15/2021,0.98,9/30/2021,11/5/2021,23.34,,,,,,,0.58,,,0.59,Equity-Income,4/30/2021,45,F00000WLFQ,0P000172YM,FSUSA001M1,STUSA04RFC,STUSA04RFC,09251M801,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.58,0.6,
BlackRock Large Cap Focus Value K,US Dollar,MBVKX,US09251G6061,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,2,U.S. Equity,United States,Open Ended Investment Company,Large Value,,BlackRock,BlackRock,2/4/2015,Tony DeSpirito;Joseph E. Wolfe;David Zhao;,[2012-10-26 -- 2017-03-29] Bartlett R. Geer;[1977-07-01 -- 2000-01-28] Paul M. Hoffmann;[2002-10-24 -- 2009-10-27] Robert J. Martorelli;[2006-07-15 -- 2012-10-31] Kevin Rendino;[2009-10-28 -- 2011-05-15] Kurt Schansinger;[2019-11-15 -- ] Tony DeSpirito;[2017-03-29 -- ] Joseph E. Wolfe;[2009-10-28 -- 2020-12-31] Carrie King;[2019-11-15 -- 2021-06-08] Franco Tapia;[2019-11-15 -- ] David Zhao;,"Tony DeSpirito [$500,001 - $1,000,000];Joseph E. Wolfe [$100,001 - $500,000];David Zhao [$100,001 - $500,000];",4.67,2.89,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"14,817,372.00",11/5/2021,"2,165,590,763.00",No,No,10/31/2021,1.49,8/11/2021,0.18,,8/11/2021,2.54,9/30/2021,11/5/2021,20.5,,,,,,,0.45,,,0.45,Growth,6/30/2021,80,F00000V377,0P000151ET,FSUSA001KK,STUSA04BU0,STUSA04BU0,09251G606,Open-End Fund,Yes,Yes,Yes,Yes,,,,,,0.45,
BNY Mellon Dynamic Value Fund Y,US Dollar,DRGYX,US05587N7030,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,3,U.S. Equity,United States,Open Ended Investment Company,Large Value,,BNY Mellon,BNY Mellon,7/1/2013,Brian C. Ferguson;John C. Bailer;David S. Intoppa;Keith Howell;,[2001-07-20 -- 2001-07-30] Douglas D. Ramos;[1995-09-29 -- 2001-07-20] Timothy M. Ghriskey;[2001-07-30 -- 2003-09-15] Quinn R. Stills;[2003-09-30 -- ] Brian C. Ferguson;[2004-12-31 -- ] John C. Bailer;[2015-12-21 -- ] David S. Intoppa;[2021-09-22 -- ] Keith Howell;,"Brian C. Ferguson [$1,000,001 and above];John C. Bailer [$50,001 - $100,000];David S. Intoppa [$100,001 - $500,000];Keith Howell [$0 - None];",18.17,10.29,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"343,410,247.00",11/5/2021,"1,755,145,072.00",Yes,No,10/31/2021,0.65,12/8/2020,0.32,,12/8/2020,0.78,9/30/2021,11/5/2021,49.99,,,,,,,0.64,,,0.64,Growth,8/31/2021,108.1,F00000Q30K,0P0000Z1J7,FSUSA001S0,STUSA04BD1,STUSA04BD1,05587N703,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.64,0.65,
BNY Mellon Equity Income Fund Y,US Dollar,DQIYX,US05588E2072,Equity,US Equity Large Cap Value,US Fund Large Value,Large Deep Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,BNY Mellon,BNY Mellon,7/1/2013,Peter D. Goslin,[2011-05-01 -- 2018-03-31] Ronald P. Gala;[2006-07-05 -- 2013-04-15] Jocelin Reed;[2017-03-09 -- 2021-09-01] Syed A. Zamil;[2006-07-05 -- 2006-08-07] Matthew E. Cunningham;[2011-05-01 -- 2012-05-01] Langton C. Garvin;[2015-02-27 -- ] Peter D. Goslin;[2011-05-01 -- 2015-03-11] Warren Chiang;[2011-05-01 -- 2012-05-01] Patrick Slattery;[2011-05-01 -- 2019-12-02] C. Wesley Boggs;[2014-12-16 -- 2019-12-02] William S. Cazalet;[2019-12-02 -- 2021-08-31] Chris Yao;,"Peter D. Goslin [$100,001 - $500,000]",6.75,6.75,S&P 500 TR USD,XIUSA04G92,1/30/1970,11/5/2021,"5,473,855.00",11/5/2021,"1,020,068,704.00",No,No,10/31/2021,1.88,11/1/2021,0.04,,12/6/2018,0.42,9/30/2021,11/5/2021,26.77,,,,,,,0.76,,,0.76,Equity-Income,5/31/2021,49.94,F00000Q3FF,0P0000Z1YI,FSUSA073FS,STUSA05MM1,STUSA05MM1,5.59E+210,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.76,0.76,
Bridge Builder Large Cap Value,US Dollar,BBVLX,US10803R3066,Equity,US Equity Large Cap Value,US Fund Large Value,Large Core Value,4,U.S. Equity,United States,Open Ended Investment Company,Large Value,,Bridge Builder,Bridge Builder,4/27/2015,Josef Lakonishok;Mark Giambrone;John D. Linehan;Menno Vermeulen;Puneet Mansharamani;Donald J. Kilbride;Peter C. Fisher;Jennifer Hsui;Alan Mason;Amy Whitelaw;Daniel L. Kane;Michael B. Nayfa;Terry L. Pelzel;Greg Sleight;Guy Lakonishok;Thomas A Reynolds;Craig Inman;Suzanne Henige;,[2015-04-27 -- 2016-10-28] Scott C. Satterwhite;[2020-05-04 -- ] Josef Lakonishok;[2015-04-27 -- 2021-02-01] James C. Kieffer;[2015-04-27 -- ] Mark Giambrone;[2020-05-04 -- ] John D. Linehan;[2020-05-04 -- ] Menno Vermeulen;[2020-05-04 -- ] Puneet Mansharamani;[2015-04-27 -- ] Donald J. Kilbride;[2015-04-27 -- 2017-10-28] George O. Sertl;[2021-04-27 -- ] Peter C. Fisher;[2015-04-27 -- 2020-05-04] Greg Savage;[2015-04-27 -- 2016-04-18] Christopher Bliss;[2019-10-28 -- ] Jennifer Hsui;[2015-04-27 -- ] Alan Mason;[2019-10-28 -- ] Amy Whitelaw;[2016-04-18 -- 2018-10-28] Creighton Jue;[2016-04-18 -- 2021-04-27] Rachel M. Aguirre;[2015-04-27 -- ] Daniel L. Kane;[2015-04-27 -- ] Michael B. Nayfa;[2015-04-27 -- ] Terry L. Pelzel;[2020-05-04 -- ] Greg Sleight;[2020-05-04 -- ] Guy Lakonishok;[2017-10-28 -- ] Thomas A Reynolds;[2019-02-01 -- ] Craig Inman;[2020-05-04 -- ] Suzanne Henige;,Josef Lakonishok [$0 - None];Mark Giambrone [$0 - None];John D. Linehan [$0 - None];Menno Vermeulen [$0 - None];Puneet Mansharamani [$0 - None];Donald J. Kilbride [$0 - None];Peter C. Fisher [$0 - None];Jennifer Hsui [$0 - None];Alan Mason [$0 - None];Amy Whitelaw [$0 - None];Daniel L. Kane [$0 - None];Michael B. Nayfa [$0 - None];Terry L. Pelzel [$0 - None];Greg Sleight [$0 - None];Guy Lakonishok [$0 - None];Thomas A Reynolds [$0 - None];Craig Inman [$0 - None];Suzanne Henige [$0 - None];,6.58,3.42,Russell 1000 Value TR USD,XIUSA000KP,1/1/1987,11/5/2021,"18,711,064,850.00",11/5/2021,"18,711,064,850.00",No,Yes,10/31/2021,1.56,9/30/2021,0.07,,12/13/2019,0.01,10/31/2021,11/5/2021,18.24,,,,,,,0.24,,,0.45,Growth,6/30/2021,26,F00000V53S,0P00015433,FS0000BLEL,STUSA05SCN,STUSA05SCN,10803R306,Open-End Fund,Yes,Yes,Yes,Yes,,,,,0.24,0.24,
